lat,lon,population_density,competitors_1km,competitors_3km,accessibility_score,rental_cost,income_level,business_category
50.0445276,19.9482263,1.3250540259849388,1.8765753864768486,0.2910107493718839,1.0310938697407093,-1.0310938697407115,1.0310938697407128,gastronomia
50.0442724,19.94826,1.294439382487083,1.8765753864768486,0.2910107493718839,1.0220326694850592,-1.022032669485061,1.0220326694850592,gastronomia
50.0483779,19.9445164,1.8762803907112586,1.1456330745861985,0.20262111255650203,1.1709848917809536,-1.1709848917809549,1.1709848917809553,gastronomia
50.0474472,19.9467564,1.726497587437461,1.6677347259366628,0.2910107493718839,1.136854122592189,-1.1368541225921904,1.1368541225921918,gastronomia
50.0483756,19.9431263,1.8692621727734129,1.1456330745861985,0.15842629414881107,1.1694416985938871,-1.1694416985938885,1.169441698593887,gastronomia
50.0479673,19.9461091,1.8092449345496078,1.6677347259366628,0.2910107493718839,1.1560244987606625,-1.1560244987606647,1.1560244987606616,gastronomia
50.0119881,20.0003722,-0.7813757150312485,-1.0471938610857527,-1.5209768053434451,-0.5013808522897424,0.5013808522897413,-0.5013808522897442,gastronomia
50.0218821,19.9115397,-0.3890535489391054,-0.9427735308156597,-1.2558078948972993,0.053447936879185,-0.05344793687918755,0.05344793687918698,gastronomia
50.0132759,19.935852,-0.5041742548320752,-1.0471938610857527,-1.1674182580819175,-0.08282474325781096,0.08282474325780943,-0.0828247432578106,gastronomia
49.9833856,20.0556853,-1.3220061774255143,-0.3162515491951023,-1.4325871685280631,-2.0737101275575975,2.0737101275575958,-2.073710127557597,gastronomia
50.0325619,19.9704402,0.0889213151543386,-1.0471938610857527,0.246815930964193,0.47296203145630294,-0.4729620314563043,0.4729620314563026,gastronomia
50.0332357,19.9244262,0.19141058516788637,-0.9427735308156597,-0.018352979481952726,0.5411277400915612,-0.5411277400915628,0.5411277400915615,gastronomia
50.0494227,19.9458409,2.050799328742648,1.3544737351263842,0.20262111255650203,1.20772193270155,-1.2077219327015516,1.207721932701553,gastronomia
50.0373897,19.9400908,0.6271394961238007,-0.4206718794651952,0.3352055677795749,0.775858737946177,-0.7758587379461781,0.7758587379461793,gastronomia
50.0468094,19.9508394,1.5838378926086378,1.9809957167469416,0.2910107493718839,1.101837422360207,-1.101837422360208,1.1018374223602072,gastronomia
50.0499476,19.9627951,1.531793349578017,-0.2118312189250094,0.15842629414881107,1.088397163373962,-1.0883971633739642,1.0883971633739649,gastronomia
50.0491733,19.9594407,1.6111365815529965,0.7279517535058267,0.20262111255650203,1.1087406083782247,-1.108740608378227,1.1087406083782256,gastronomia
50.0480668,19.9436304,1.8235523539308431,1.1456330745861985,0.15842629414881107,1.1592592959701356,-1.1592592959701375,1.1592592959701364,gastronomia
50.0125003,20.0194768,-0.9100990381835236,-0.8383532005455668,-1.3883923501203723,-0.756670270389215,0.7566702703892139,-0.7566702703892149,gastronomia
50.0437613,19.9498967,1.2203269482857344,1.8765753864768486,0.2910107493718839,0.9994265174096326,-0.9994265174096344,0.9994265174096314,gastronomia
49.9825856,20.0597126,-1.3391379571277104,-0.4206718794651952,-1.4325871685280631,-2.1556278270636486,2.1556278270636478,-2.1556278270636464,gastronomia
50.0473901,19.9612885,1.331669923302127,0.519111092965641,0.20262111255650203,1.0330314036853296,-1.0330314036853314,1.03303140368533,gastronomia
49.9846086,20.0629249,-1.3384821212535434,-0.4206718794651952,-1.4325871685280631,-2.1524322456468177,2.152432245646817,-2.152432245646816,gastronomia
50.0452634,19.9482563,1.4153119812896566,1.7721550562067558,0.2910107493718839,1.0569161621148697,-1.0569161621148708,1.056916162114872,gastronomia
50.0278147,19.9290529,-0.01923341807546021,-0.9427735308156597,0.07003665733342918,0.39409613369272617,-0.39409613369272745,0.39409613369272517,gastronomia
50.04409,19.957758,1.1099161015237597,1.1456330745861985,0.2910107493718839,0.9638738053903421,-0.9638738053903432,0.9638738053903425,gastronomia
50.0274177,19.9509576,0.018510149589473262,-0.7339328702754739,0.5561796598180296,0.422490071781595,-0.4224900717815964,0.4224900717815939,gastronomia
50.0462881,19.9545354,1.4338825706410643,1.9809957167469416,0.246815930964193,1.0620702114460008,-1.062070211446002,1.0620702114460019,gastronomia
50.0352515,19.9997678,-0.321575994878925,-1.1516141913558455,-1.1674182580819175,0.12557997774649374,-0.1255799777464956,0.1255799777464927,gastronomia
50.0441335,19.9474436,1.2836048815166052,1.458894065396477,0.2910107493718839,1.0187878174659029,-1.0187878174659049,1.0187878174659062,gastronomia
49.9845546,20.0616437,-1.3346530787505535,-0.4206718794651952,-1.4325871685280631,-2.133871244437384,2.133871244437382,-2.133871244437383,gastronomia
50.0106846,19.9562857,-0.577600723936995,-1.1516141913558455,-1.2558078948972993,-0.17981204697755795,0.17981204697755684,-0.17981204697755832,gastronomia
50.0401313,19.9650924,0.6072287123951796,-0.629512540005381,0.3352055677795749,0.7667185530884228,-0.7667185530884235,0.7667185530884227,gastronomia
50.0480028,19.9460467,1.815043237589784,1.6677347259366628,0.2910107493718839,1.157338225177211,-1.1573382251772126,1.157338225177214,gastronomia
50.0491924,19.9432722,2.005642081938709,1.1456330745861985,0.15842629414881107,1.1985081617529998,-1.198508161753001,1.198508161753,gastronomia
49.9702902,20.0430371,-1.3614695323497474,-1.1516141913558455,-1.4325871685280631,-2.267404152757878,2.2674041527578765,-2.2674041527578757,gastronomia
50.0464727,19.9539274,1.472187118175429,1.9809957167469416,0.246815930964193,1.0725367631859206,-1.0725367631859222,1.0725367631859206,gastronomia
50.0480826,19.964238,1.274357830506978,-0.002990558384823586,0.246815930964193,1.0160024111042092,-1.0160024111042105,1.01600241110421,gastronomia
50.0425148,19.971672,0.586252246107493,-0.7339328702754739,0.15842629414881107,0.7569481081186363,-0.7569481081186379,0.7569481081186366,gastronomia
50.0400581,19.9843902,0.12724509461197075,-0.8383532005455668,-0.06254779788964368,0.4991524574071732,-0.49915245740717507,0.4991524574071737,gastronomia
50.040293,19.9858733,0.09978856758136834,-0.9427735308156597,-0.28352188992809846,0.48047716874984403,-0.4804771687498455,0.48047716874984325,gastronomia
50.0284772,19.9372069,0.06298247083385539,-0.7339328702754739,0.37940038618726585,0.4547331945253984,-0.4547331945253993,0.4547331945253982,gastronomia
50.0489934,19.9447417,1.9783241641421903,1.1456330745861985,0.15842629414881107,1.1928377180526502,-1.1928377180526517,1.1928377180526517,gastronomia
50.0480823,19.9453272,1.8294349955116473,1.3544737351263842,0.20262111255650203,1.1605826600004125,-1.1605826600004139,1.160582660000414,gastronomia
50.0477693,19.9449093,1.780914418318387,1.2500534048562912,0.20262111255650203,1.1495506701406246,-1.149550670140626,1.1495506701406233,gastronomia
50.0490629,19.9429954,1.9812903794770458,1.1456330745861985,0.15842629414881107,1.1934570037612033,-1.1934570037612053,1.1934570037612051,gastronomia
50.045636,19.947992,1.465229200738219,1.7721550562067558,0.2910107493718839,1.0706517799661688,-1.0706517799661703,1.070651779966169,gastronomia
50.0382644,20.0243898,-0.6492370124434576,-1.1516141913558455,-1.3883923501203723,-0.2832571552586434,0.283257155258642,-0.2832571552586446,gastronomia
50.0481514,19.9285834,1.4062826057833262,-0.9427735308156597,0.07003665733342918,1.0543910126067446,-1.054391012606746,1.054391012606746,gastronomia
50.0396365,19.9852291,0.09198034159566644,-0.9427735308156597,-0.23932707152040747,0.4750846607850855,-0.47508466078508677,0.4750846607850851,gastronomia
49.9846594,20.0524983,-1.3042616726160399,-0.3162515491951023,-1.4325871685280631,-1.9921476079887066,1.9921476079887048,-1.9921476079887066,gastronomia
50.0496064,19.9593251,1.6696951620042766,0.7279517535058267,0.20262111255650203,1.123220556186919,-1.123220556186921,1.1232205561869182,gastronomia
50.0192725,19.9070489,-0.49839615872342197,-0.9427735308156597,-1.4767819869357541,-0.07554678918923619,0.07554678918923509,-0.0755467891892354,gastronomia
50.0188648,19.9822713,-0.5027855683319093,-1.0471938610857527,-1.0790286212665356,-0.08107107611412395,0.08107107611412237,-0.08107107611412499,gastronomia
50.0350478,19.9130438,0.08850697754779321,-1.0471938610857527,-0.15093743470502557,0.47267409114200265,-0.47267409114200415,0.4726740911420016,gastronomia
50.0198758,20.0584838,-1.1122501965212641,-1.0471938610857527,-1.609366442158827,-1.278969858079491,1.2789698580794897,-1.2789698580794886,gastronomia
50.048915,19.9268371,1.4056412638637292,-0.9427735308156597,0.07003665733342918,1.054211174946949,-1.0542111749469507,1.0542111749469494,gastronomia
49.9589443,20.0835133,-1.503194618291786,-1.1516141913558455,-1.8303405341972818,-3.142590655815537,3.1425906558155345,-3.142590655815535,gastronomia
50.0465941,19.9259988,1.1471001131035252,-0.9427735308156597,0.11423147574112012,0.9761087521430607,-0.9761087521430626,0.9761087521430636,gastronomia
50.019429,19.9184704,-0.40372788433671636,-0.9427735308156597,-1.2116130764896085,0.03704599254283696,-0.037045992542837455,0.03704599254283804,gastronomia
50.0126385,20.0187844,-0.9035421787046449,-0.8383532005455668,-1.3883923501203723,-0.7424458480907787,0.7424458480907776,-0.7424458480907786,gastronomia
50.0146945,20.0220754,-0.9029419796974072,-0.8383532005455668,-1.3883923501203723,-0.7411509357038882,0.7411509357038868,-0.7411509357038852,gastronomia
49.9898252,20.0501836,-1.2644084241705684,-0.629512540005381,-1.4325871685280631,-1.8201789649725821,1.8201789649725808,-1.8201789649725801,gastronomia
50.0280095,19.9505337,0.048375802417457474,-0.7339328702754739,0.5561796598180296,0.4442834866800356,-0.4442834866800368,0.4442834866800374,gastronomia
50.0284985,19.953276,0.061855277323645985,-0.8383532005455668,0.5119848414103387,0.4539315877603299,-0.4539315877603319,0.4539315877603328,gastronomia
50.0270443,19.9508564,0.0011835948474922646,-0.7339328702754739,0.5561796598180296,0.4095761793997099,-0.40957617939971164,0.4095761793997094,gastronomia
49.9847861,20.059794,-1.327418963292751,-0.3162515491951023,-1.4325871685280631,-2.099246433654125,2.099246433654124,-2.0992464336541263,gastronomia
49.9863813,20.0518357,-1.2916849053717394,-0.3162515491951023,-1.4325871685280631,-1.9362576221374679,1.9362576221374665,-1.936257622137465,gastronomia
50.0421763,19.9436764,1.0719062447919132,1.3544737351263842,0.246815930964193,0.9510801449047462,-0.9510801449047469,0.9510801449047476,gastronomia
49.9939689,19.9453398,-0.9089521467333571,-1.1516141913558455,-1.6977560789742088,-0.754171824001701,0.7541718240016992,-0.7541718240016985,gastronomia
50.0448949,19.9979353,-0.06700549281013146,-1.1516141913558455,-1.1232234396742264,0.3567204846185199,-0.3567204846185216,0.3567204846185202,gastronomia
50.0193187,20.0503178,-1.0625753209316509,-1.0471938610857527,-1.565171623751136,-1.1334956733101378,1.1334956733101353,-1.1334956733101373,gastronomia
50.0189492,19.9942559,-0.6058728302433598,-0.9427735308156597,-1.2558078948972993,-0.21953083928821868,0.2195308392882172,-0.2195308392882158,gastronomia
50.0486854,19.9599633,1.5296243938115448,0.6235314232357339,0.20262111255650203,1.0878289098920937,-1.087828909892096,1.0878289098920926,gastronomia
50.0148964,20.0281106,-0.9448794147475167,-0.8383532005455668,-1.4767819869357541,-0.8345976781184249,0.8345976781184239,-0.8345976781184263,gastronomia
50.0403107,19.9510913,0.8617167879936954,0.7279517535058267,0.2910107493718839,0.8746072361295069,-0.874607236129509,0.8746072361295065,gastronomia
49.9846476,20.0524735,-1.304250150027745,-0.3162515491951023,-1.4325871685280631,-1.9920956884325192,1.9920956884325172,-1.9920956884325203,gastronomia
50.0416799,19.9483735,1.0125141191315592,1.458894065396477,0.2910107493718839,0.9304843173552154,-0.9304843173552166,0.9304843173552189,gastronomia
50.014098,19.9316951,-0.491759437363143,-1.0471938610857527,-1.1674182580819175,-0.06724790427441588,0.06724790427441477,-0.06724790427441332,gastronomia
50.0152215,20.0089928,-0.7956379005010488,-1.0471938610857527,-1.7861457157895908,-0.5273691367861253,0.527369136786124,-0.5273691367861235,usługi finansowe
50.0439773,19.9471726,1.2668031710107701,-0.3162515491951023,-0.9022493476357718,1.013715776092444,-1.0137157760924453,1.0137157760924458,usługi finansowe
50.008032,19.94982,-0.6333693403384284,-1.0471938610857527,-1.5209768053434451,-0.2595306906292309,0.25953069062923034,-0.25953069062923095,usługi finansowe
50.0273417,19.9636047,-0.061925892147991574,-0.629512540005381,-0.7696648924126989,0.3607738010926402,-0.36077380109264096,0.36077380109264073,usługi finansowe
50.0449382,19.9488192,1.3696436918032318,-0.4206718794651952,-0.9022493476357718,1.0440136952035821,-1.0440136952035834,1.0440136952035846,usługi finansowe
50.045772,19.9516501,1.4338147721926198,-0.5250922097352881,-0.9464441660434627,1.0620514904593832,-1.062051490459384,1.0620514904593839,usługi finansowe
50.0334005,19.970616,0.12477622216714236,-0.8383532005455668,-0.9906389844511536,0.4974911981885006,-0.4974911981885014,0.49749119818849974,usługi finansowe
